Time [s];T_cat [gradC];n_h2 [mol/s];n_ch4 [mol/s];n_h2_res [mol/s];m_DE [kg/h];Pel [W]
868;463;0.0335;0.00811;0.000332;1.04;350
870;463;0.0336;0.00812;0.000332;1.04;350
872;463;0.0336;0.00814;0.000333;1.05;364
874;463;0.0337;0.00815;0.000333;1.05;490
876;463;0.0338;0.00817;0.000334;1.06;490
878;463;0.0338;0.00818;0.000335;1.06;490
880;463;0.0339;0.00820;0.000335;1.06;490
882;463;0.0339;0.00821;0.000336;1.06;476
884;463;0.034;0.00823;0.000336;1.06;350
886;463;0.0341;0.00824;0.000337;1.06;350
888;463;0.0341;0.00826;0.000338;1.06;350
890;462;0.0342;0.00827;0.000338;1.06;350
892;462;0.0342;0.00829;0.000339;1.06;350
894;462;0.0343;0.00830;0.000339;1.06;350
896;461;0.0344;0.00832;0.00034;1.06;378
898;461;0.0344;0.00833;0.000341;1.07;490
900;461;0.0345;0.00835;0.000341;1.07;490
902;461;0.0345;0.00836;0.000342;1.06;490
904;460;0.0346;0.00838;0.000342;1.07;490
906;460;0.0347;0.00839;0.000343;1.06;448
908;460;0.0347;0.00840;0.000344;1.06;350
910;460;0.0348;0.00842;0.000344;1.07;350
912;460;0.0349;0.00843;0.000345;1.06;350
914;460;0.0349;0.00845;0.000345;1.07;350
916;460;0.035;0.00846;0.000346;1.07;350
918;459;0.035;0.00848;0.000347;1.07;350
920;459;0.0351;0.00849;0.000347;1.07;350
922;459;0.0352;0.00851;0.000348;1.07;490
924;459;0.0352;0.00852;0.000348;1.08;490
926;459;0.0353;0.00854;0.000349;1.08;490
928;459;0.0354;0.00855;0.00035;1.08;490
930;459;0.0354;0.00857;0.00035;1.09;476
932;459;0.0355;0.00858;0.000351;1.08;350
934;459;0.0355;0.00860;0.000351;1.08;350
936;459;0.0356;0.00861;0.000352;1.09;350
938;459;0.0357;0.00863;0.000353;1.09;350
940;459;0.0357;0.00864;0.000353;1.09;350
942;459;0.0358;0.00866;0.000354;1.1;350
944;459;0.0358;0.00867;0.000354;1.1;350
946;459;0.0359;0.00869;0.000355;1.1;350
948;459;0.036;0.00870;0.000356;1.11;462
950;460;0.036;0.00872;0.000356;1.11;490
952;460;0.0361;0.00873;0.000357;1.11;490
954;460;0.0361;0.00874;0.000357;1.12;490
956;460;0.0362;0.00876;0.000358;1.12;490
958;461;0.0363;0.00877;0.000359;1.13;364
960;461;0.0363;0.00879;0.000359;1.13;350
962;461;0.0364;0.00880;0.00036;1.14;350
964;461;0.0365;0.00882;0.00036;1.14;350
966;462;0.0365;0.00883;0.000361;1.15;350
968;462;0.0366;0.00885;0.000362;1.16;350
